Codigo;Descricao
29712;GRELHA ARGENTINA PARRILA INOX 40X50
22562;GRAXEIRA 3/8 RETA
20876;GRAXEIRA 1/4 RETA
3594;GRAXA SPRAY 200ML - 140G
26272;GRAXA P/ ROLAMENTO E USO GERAL
28802;GRAXA LUMAX GREASE MP2 AZUL 500 GM
32539;GRAXA LUMAX GREASE MP2 AZUL 10KG
30496;GRAXA LUBRAX AUTO LITH 1KG
29733;GRAXA LITH EP2 DE ALTA TEMPERATURA
3591;GRAXA DE CAVIDADE BRANCA 200ML - 150G
9072;GRAXA APG2EP
9073;GRAXA APG01EP
24951;GRAVADORA EXTERNA CD/DVD - USB
32797;GRAVADOR MHDX 1316
26287;GRAVADOR DIGITAL DE VIDEO MULT HD MHDX 7116
17383;GRAVADOR DIGITAL DE VIDEO MULT HD MHDX 3016
21579;GRAVADOR DIGITAL DE VIDEO MULT HD MHDX 1116
18263;GRAVADOR DIGITAL DE VIDEO MULT HD MHDX 1008
19996;GRAVADOR DIGITAL DE VIDEO MULT HD MHDX 1004
8472;GRAVADOR DIGITAL DE VIDEO - DVR INTELBRAS 3116
14356;GRAVADOR DIGITAL DE IMAGEM NVD 3108P
14319;GRAVADOR DIGITAL DE IMAGEM NVD 1308 INTELBRAS
27939;GRAVADOR DIG DE VIDEO MHDX 3016-C
15328;GRAVADOR DIG DE VIDEO MHDX 1116 C/ HD 1TB
26285;GRAVADOR DIG DE IMAGEM NVD 5032
31706;GRAVADOR DIG DE IMAGEM NVD 3332
21622;GRAVADOR DIG DE IMAGEM NVD 3116 P
21740;GRAVADOR DIG DE IMAGEM NVD 3116
14344;GRAVADOR DIG DE IMAGEM NVD 3016 P
14104;GRAVADOR DIG DE IMAGEM NVD 3000
25148;GRAVADOR DIG DE IMAGEM NVD 1232
21185;GRAVADOR DIG DE IMAGEM NVD 1208
20554;GRAVADOR DIG DE IMAGEM NVD 1108 P
17580;GRAVADOR DIG DE IMAGEM MHDX 1016
31937;GRAVADOR DIG DE IMAGEM IMHDX 3132
14351;GRAVADOR DIG DE IMAGEM HDCVI 3116 TRIBRIDO
30859;GRAVADOR DIG DE IMAGEM  INVD 7032
11797;GRAVADOR DE IMAGENS 16CANAIS A-HDM LVDVR5716TLM
27988;GRAVADOR DE IMAGEM NVD 3208 P
22394;GRANITO CINZA ANDORINHA
20462;GRAMPO X PARA BARRA CHATA PRT-723
29486;GRAMPO TRILHO PLASTICO
13505;GRAMPO SUSPENSAO BAIXA TENSAO P/CABO MULTIPLEX
20457;GRAMPO SARGENTO 200X80MM C/ RANHURAS
12283;GRAMPO P/ LINHA VIVA
24481;GRAMPO FIXAÇÃO DE PERFIL PARA ESTUTURA SOLAR PHB
23420;GRAMPO ATER EST U GTDU
28465;GRAMPO 1x9 GALVANIZADO
15033;GRAMPEADOR SKIL 7 2V TACKER
14304;GRAMPEADOR 25FL ACO C-10 12CM
8415;GRAMPEADOR 20FL MX-G20 METAL PRETO
26962;GRAFITE P/LAPISEIRA 0.7 2B FABER
26961;GRAFITE P/LAPISEIRA 0.5 2B FABER
3582;GRAFITE EM SPRAY 100G - 200ML
3575;GRAFITE EM PO 15GR
18211;GRADE PROTECAO METALICA 2750X2000MM
18204;GRADE PROTECAO METALICA 1750X2000MM
26910;GRADE PROTECAO MET MALHA 20X20 MONTADA CANTONEIRA MET 2700X2000 C/ PORTA ACESSO 600X1900
3578;GRADE P/ PROTECAO VENTILADOR 120X120 - BHS
9392;GRADE P/ MED. GALVANIZADA
18201;GRADE DE PROT MET MALHA 20X20MM 2200x2100MM C PORTA 600X1950MM
18202;GRADE DE PROT MET MALHA 20X20MM 2000X2000MM C PORTA 600X1950MM
18203;GRADE DE PROT MET MALHA 20X20MM 1800X3000MM
18209;GRADE DE PROT MET MALHA 20X20MM 1800X2100MM
18612;GOLPEADOR
16792;GLOBO VIDRO LEITOSO 150X280MM C/ COLAR
3576;GLOBO PLASTICO LEITOSO 150X300MM C/ COLAR
3574;GLOBO PLASTICO (REDONDO)
10597;GLOBO PLASTICO (PERA)
31967;GIROFLEX SONORO 12V AMARELO
20515;GIROFLEX MULTIFUNCAO BLEN-1101TJ/R VERMELHO 24-110-220V C/ ALARME
20514;GIROFLEX MULTIFUNCAO BLEN-1101T/R VERMELHO 12-110-220V S/ ALARME
11047;GIROFLEX 24VCC AMARELO LTE1101
7109;GIROFLEX 24VCA VERMELHO LTE1101
7108;GIROFLEX 220VCA VERMELHO LTE - 1103
28568;GIROFLEX 220VCA VERMELHO LTE - 1101
7107;GIROFLEX 12VCC VERMELHO LTE1101
20379;GIROFLEX 12VCC VERMELHO COM ALARME SONORO 75dB - LTE - 11
19148;GIROFLEX 12VCC VERDE LTE1101
22181;GIROFLEX 12VCC AMARELO LTE1101
7106;GIROFLEX 110VCA VERMELHO
30003;GIOVANNA BABY DES AER 150ML
23949;GEROSA DE ALUMINIO
25797;GERENCIADOR DE DADOS 7KT1260 SIEMENS
18496;GERADOR TRATORIZADO 60KVA TRIF. 380/220V 60 HZ C/ PAINEL C/ CHAVE DE TRANSF. E REGUL DE TENSAO
18497;GERADOR TRATORIZADO 50KVA TRIF. 380/220V 60 HZ C/ PAINEL C/ CHAVE DE TRANSF. E REGUL DE TENSAO
21219;GERADOR TRATORIZADO 40KVA TRIF. 380/220V 60 HZ C/ PAINEL C/ CHAVE DE TRANSF. E REGUL. DE TENSAO
16763;GERADOR TRATORIZADO 30KVA TRIF. 380/220V 60 HZ C/ PAINEL C/ CHAVE DE TRANSF. E REGUL. DE TENSAO
17748;GERADOR TRATORIZADO 20KVA TRIF. 380/220V 60 HZ C/ CHAVE DE TRANSF.
21942;GERADOR LGD125 125KVA STAND-BY - 1125KVA PRIMEPOWER
18649;GERADOR GASOLINA MONO. 1.2KVA 220V - MG-1200CL
29612;GERADOR GASOLINA MONO 7CV 220V 3,5KW PARTIDA MANUAL
18647;GERADOR GASOLINA 3100W GGV3100 2.8/3.1KVA VONDER
28993;GERADOR DE ENERGIA SOLAR PORTÁTIL 8W - SKYSOLAR
29635;GERADOR DE ENERGIA GASOLINA 3.5KW MONOF. 110/220V B4T3500
23278;GERADOR DE ENERGIA FRONIUS METALICA 55CM GEF 22.78KWP BYD POLI HALF SYMO 24KW 2MPPT TRIF 380V
21820;GERADOR CUMMINS POWER GENERATION C110 D6 112KW / 102KW PRIME POWER
30405;GERADOR 8KVA GASOLINA TANQUE 25L AUTONOMIA 10H PARTIDA MANUAL
24043;GERADOR 5kVA GASOLINA TANQUE 25L AUTONOMIA 10H PARTIDA MANUAL
24044;GERADOR 5.5kVAR DIESEL TANQUE 12.5L AUTONOMIA 5.3H PARTIDA ELÉTRICA
8340;GERADOR 20KVA MONO CABINADO SILENCIADO MOTOR 4C REFRIG. EM AUTOMAT.
22062;GERADOR 2.5kVA - GASOLINA - TANQUE 15L - TEMPO 12H
22063;GERADOR 2.5kVA - DIESEL - TANQUE 12.5L - TEMPO 10h
8343;GERADOR 12KVA MONO REFRIGERADO A AR MOTOR 2C
28938;GEOMETRIA DIANTEIRA FIAT / VW / TOYOTA
28642;GENERICO
30634;GELEIA ARTESANAL 50G
25575;GEL ADESIVO SANY MIX C/2-6 REF LAVANDA
16652;GEFORCE EVGA GT MAINSTREAM 01G-P3-2615 1GB DD3
31713;GBIC UBIQUITI SFP UACC-OM-SM-1G-S2
27673;GAXETA STANDARD 5000 5500
23021;GAXETA QUADRADA GRAFITADA 5/16
8831;GAXETA QUADRADA GRAFITADA 1/4
28684;GAXETA MILIMETRICA 6-3150 4291 413
30631;GAXETA HIDRAULICA
3567;GAXETA CILINDRICA 1X1 3/8X5/16
27672;GAXETA 3750 300 625B
28187;GAVETEIRO TECA ITALIA DE MADEIRA
13946;GAVETEIRO PLASTICO NR5 PRETO
3561;GAVETEIRO N 7
3562;GAVETEIRO N 3
28186;GAVETEIRO C/RODIZIO TECA ITALIA DE MADEIRA
27507;GAVETAS
30792;GAVETA TRAY HOTSWAP HD 3.5 SERVIDOR LENOVO ST50
18770;GATILHO DEWALT
18833;GATILHO DESARME CORTINA I-02
21873;GATEWAY DIGIGATE PROFIBUS DP NOVUS
24987;GASOLINA PETROBRAS GRID
27149;GASOLINA ADITIVADA
16234;GAS R-410
14801;GAS R-22 GARRAFA C/13.6KG
27300;GAS NATURAL VEICULAR
19741;GÁS CROMATOGRÁFICO
27851;GARRAFA TERMICA 1 LT - 2 LT PRETA
28351;GARRAFA DE TINTA EPSON T673620 70 ML MAGENTA/AMARELO/PRETO/AZU
28764;GARRAFA DE CHOPP
22787;GARRA PLAST. 6 FUROS/BOCA 34MM/GANCHO 4MM GP384BC LOTO PRO
31800;GARRA PARA FUSIVEL 45MM
3556;GARRA P/ CHUPETA 50A (PAR)- M&M TECH
3555;GARRA P/ CHUPETA 500A - M&M TECH
3554;GARRA P/ CHUPETA 30A
3550;GARRA P/ CHUPETA 300A
3549;GARRA P/ CHUPETA 100A (PAR) - M&M TECH
3544;GARRA NEGATIVO ALUMINIO 300A - VONDER
13478;GARRA NEGATIVO ALUMINIO 300A - PRO SAFETY
31790;GARRA ESD NR20 CABO ESPIRAL VERDE 6MM TERMINAL OLHAL 10MM
28248;GARRA 4/0 - 7.87 - 13.46 MM
28942;GARFO TRAMONTINA
30505;GARFO ESTRIA FINA DO PINHAO (PATRAL- 4891) (CRUZETA GOMES- 101970)
8148;GARFO  FURADEIRA GBM 19-2 / 13-2
25482;GARANTIA
21497;GANCHO P/ CASTANHA , CASTANHA
15925;GANCHO DE SUSPENSAO TIPO A 100X100MM
27999;GANCHO CURTO P/ LUMINARIA PERFILADO 38X38
3540;GANCHO 4MM SIMPLES P/ EXPOSITOR
31854;GANCHO 30CM SIMPLES P/ EXPOSITOR
31855;GANCHO 20CM SIMPLES P/ EXPOSITOR
23566;GALPAO DE OBRAS (2.00X3.00) - PADRAO SOP
28158;GABINETE PARA 4 BATERIAS IP55 ACO CARBONO
20706;GABINETE PARA 4 BATERIAS - IP55 - AÇO CARBONO - IRIS
25358;GABINETE METALICO BR VIP S3020 G2 C/CABO/SUPORTE
2478;FUSO SERRA MARMORE GDC 14-40 F000619026
18610;FUSO FURADEIRA BOSCH (2606135130)
25876;FUSIVEL ULTRARRAPIDO NH2 450A 3NE4333-0B SIEMENS
23482;FUSIVEL ULTRARRAPIDO NH2 450A 3NE1333-2 SIEMENS
25867;FUSIVEL ULTRARRAPIDO NH2 350A 3NE1331-0 SIEMENS
23483;FUSIVEL ULTRARRAPIDO NH1 224A 3NA3142
24777;FUSIVEL ULTRARRAPIDO NH1 160A 3NE1224-2 SIEMENS
23486;FUSIVEL ULTRARRAPIDO NH000 63A 3NA3822
24759;FUSIVEL ULTRARRAPIDO NH00 80A 3NE1020-2 SIEMENS
15133;FUSIVEL TAM 4 1000A 500V RETARDADO
24737;FUSIVEL RETARDADO NH000 80A 3NA3824 SIEMENS
22303;FUSIVEL RETARDADO NH000 80A
31932;FUSIVEL RETARDADO NH000 6A
25984;FUSIVEL RETARDADO NH000 20A
28868;FUSIVEL RETARDADO NH000 100A 3NA3830 SIEMENS
3482;FUSIVEL NH3 630A
9442;FUSIVEL NH3 400A
3480;FUSIVEL NH2 400A - WEG - ACIONAMENTO
15151;FUSIVEL NH2 400A - ABB
7430;FUSIVEL NH2 355A
14187;FUSIVEL NH1 ULTRARRAPIDO FNH1-250K-A
3469;FUSIVEL NH00 ULTRARRAPIDO 100A - FNH00-100K-A
3498;FUSIVEL NH00 63A 500V RETARDADO
3468;FUSIVEL NH00 35A WEG RETARDADO
5158;FUSIVEL NH00 20A ULTRARRAPIDO WEG
32015;FUSIVEL NH00 16A 500V RETARDADO (FNH00-16U)
3492;FUSIVEL NH00 160A 500V RETARDADO (FNH00-160U)
20664;FUSIVEL NH ULTRA RAPIDO - FNH3-710K-A
3463;FUSIVEL NH T 000 20A 500VCA 3NA3807
3465;FUSIVEL NH T 000 16A 500VCA 3NA3805
26686;FUSIVEL NH GL/GG FNH000-50U
27610;FUSIVEL NH aR FNH3FEM-1250Y-A
27609;FUSIVEL NH aR FNH3FEM-1000Y-A
19710;FUSIVEL NH AR FNH3-900K-A
22251;FUSIVEL NH aR FNH3-500K-A
26741;FUSIVEL NH aR FNH2-710K-A
26197;FUSIVEL NH aR FNH2-630K-A
26743;FUSIVEL NH aR FNH23FEA-1600Y-A
8172;FUSIVEL NH aR FNH1-400K-A
32126;FUSIVEL NH AR FNH1-200K-A
28127;FUSIVEL NH aR FNH00-200K-A
22559;FUSIVEL NH aR FNH000-30K-A - 30A
30304;FUSIVEL LIMITADOR CORRENTE HHI-6P 15/17.5KV 60A
1183;FUSIVEL LIMITADOR CORRENTE HH 30A 15KV
24571;FUSIVEL LIMITADOR CORRENTE HH 25KV 40A
1829;FUSIVEL LIMITADOR CORRENTE HH 25KV 30A
17492;FUSIVEL LIMITADOR CORRENTE HH 25KV 25A
16786;FUSIVEL LIMITADOR CORRENTE HH 25KV 20A
26921;FUSIVEL LIMITADOR CORRENTE HH 15KV 90A
18123;FUSIVEL LIMITADOR CORRENTE HH 15KV 80A
18150;FUSIVEL LIMITADOR CORRENTE HH 15KV 40A
14471;FUSIVEL LIMITADOR CORRENTE HH 15KV 25A
20585;FUSIVEL LIMITADOR CORRENTE HH 15KV 200A
19876;FUSIVEL LIMITADOR CORRENTE HH 15KV 16A
23800;FUSIVEL LIMITADOR CORRENTE HH 15KV 165A
18124;FUSIVEL LIMITADOR CORRENTE HH 15KV 160A
22727;FUSIVEL LIMITADOR CORRENTE HH 15KV 10A
23801;FUSIVEL LIMITADOR CORRENTE HH 15KV 100A
13977;FUSIVEL LIMITADOR CORRENTE HH 15KV 08A
10385;FUSIVEL LIMITADOR CORRENTE HH 15/17.5KV 25A
15884;FUSIVEL FNH2-500K-A - ULTRARRAPIDO 500A
16235;FUSIVEL FNH2-400K-A - ULTRARRAPIDO 400A
25851;FUSIVEL FNH2-350K-A - ULTRARRAPIDO 350A
13326;FUSIVEL FNH1-350K-A - ULTRARRAPIDO 350A
21826;FUSIVEL FNH1-315K-A - ULTRARRAPIDO 315A
24498;FUSIVEL FNH1-250U RETARDADO 250A
21127;FUSIVEL FNH00-63KA EM 690VC
23554;FUSIVEL FNH00 35A WEG RETARDADO
24327;FUSIVEL DMM 11A 1000V FLUKE
27161;FUSIVEL DIAZED DII 2A 500VCA GG 5SB211
27160;FUSIVEL DIAZED DII 25A 500VCA GG 5SB2811
24715;FUSÍVEL CILINDRICO 10X38MM GG 2A 120kA 500VCA 3NW6002-1 SIEMENS
28146;FUSIVEL CC TIPO GPV SOLAR 10X38MM 1000V 20A
33097;FUSIVEL CARTUCHO RETARDADO GG RO15 2A 10X38
33098;FUSIVEL CARTUCHO RETARDADO GG RO15 20A 10X38
26553;FUSIVEL CARTUCHO PV 15A 1000VDC 10KA
31886;FUSIVEL BUSSMANN DMM-44 100-R 1000V FLUKE
22313;FUSIVEL AUTOMOTIVO 15AH
16666;FURADOR DE CHAPAS HIDRAULICO FCV035
8991;FURADEIRA SBM-500 1/2 220V
14116;FURADEIRA REVERSIVEL C/ IMPACTO SBM-1050T 220V
29135;FURADEIRA PARAF. 20V 1/2 FG 3000 - FORTG
3321;FURADEIRA HP1640 IMP.1/2VVR 220V
14468;FURADEIRA HP1630K IMP. 1.2VVR 220V
7733;FURADEIRA DE IMPACTO RT-ID 75 RED
8488;FURADEIRA DE IMPACTO HP2070X - 5/8
22023;FURADEIRA DE IMPACTO DWD502B2 1/2 220V
10628;FURADEIRA DE IMPACTO BT-ID 550-1 E EX - 220V
11312;FURADEIRA DE IMPACTO BT-ID 1000 KIT - 220V
28784;FURADEIRA DE IMPACTO 710W DWD502 1/2 220V
28227;FURADEIRA DE IMPACTO 220V 650W 13 - KRESS
25188;FURADEIRA DE BANCADA 1CV LP4120 T TRIF 380V LPX
15817;FURADEIRA 6552JC IMP. 3/8 2V 220V
15816;FURADEIRA 6550JC IMP. 3/8 1V 220V
28030;FURADEIRA 18V S/FIO S/ESCOVA 1/2 IMPACTO FG 3006 - FORTG
28362;FURADEIRA 18V S/FIO S/ESCOVA 1/2 IMPACTO FG 3005 - FORTG
12534;FURADEIRA (SAIDA)
24249;FURAD/PARAFUSADEIRA PFD-012 BAT. 12.0V BIV
23515;FURAD/PARAFUSADEIRA PFD-010 BAT. 10.8V BIV C/ 2BAT
22288;FUNDO ZARCAO MISTO NR4 - 200
16661;FUNDO RACK PISO 44U X 670 PRETO
23712;FUNDACAO RASA PEDRA-22CM MARESTA-ARGAMASSA-CI-AR 1:6
29298;FRONTAL COMUTADOR METALICO ILUMINADO 2POS C/ RET VERMELHO 3SB7031-2AA20-0YA0
27852;FRIGIDEIRA DE ALUMINIO 28CM
22990;FRETE OSORIO (CENTRO)
13219;FRETE - FORNECEDOR
3416;FRESA QUEBRA CANTO C/ ROLAMENTO
3407;FREQUENCIMETRO DIGITAL SF-DF72AC
27353;FREQUENCIMETRO DIGITAL 72X72MM 3-120HZ
11833;FRENTE FALSA 19 - 1U - PRETO - BIHOUSE
31551;FRASCO DE VIDRO 100 ML
30002;FRALDA BABY PISS JUMBO CONFORT
23591;FOTOCELULA BIVOLT 1000W
29543;FOSSA SEPTICA 60X90/100
30892;FORRO PVC FRIZADO BRANCO 10CM - 8MT
23215;FORRO PVC FRIZADO BRANCO 10CM - 4MT
22996;FORRO PINUS 0.09X14X2.70
24882;FORRO MOLDADO UNICA (EPS)
18379;FORRO CAGO 4.2MM
29711;FORNO PORTA VIDRO M CX INOX 350X300X520
28923;FORNECIMENTO MATERIAIS DE TERCEIROS
23899;FORNECIMENTO DE MATERIAIS
32535;FONTE SWITCH 53V 1,812A SF900 HI-POE
28189;FONTE SLIM 25A 12V DS300-12 LUXE-P - PADRO
28094;FONTE SLIM 10A 12V DS120-12 LUXE-P
28323;FONTE RETIFICADORA SKDN 60/16
28324;FONTE RETIFICADORA SKDM 60/16
28325;FONTE RETIFICADORA MONOF SKB 30/16A1 CORRENTE 30A
23758;FONTE PS817
25388;FONTE PARA SENSOR 2NAF 2PNP,2NPN ENTRADA 90-240VCA SAIDA 24VCC/300MA REF PSD24-W WEG
28040;FONTE P/NOTEBOOK 19V 3.42A ASPIRE
3390;FONTE HDL TRA/400 S/ BOTAO
22571;FONTE FORTREK ATX 200W
18470;FONTE FLUTUANTE
28224;FONTE ELETRONICA 110/220V -P/ 24V 0.5 A POE
10946;FONTE DRIVE LED 12W - 24V 500MA
33206;FONTE DE ALIMENTACAO TURBO USB CABO USB-C 5V/9V 2A
23943;FONTE DE ALIMENTAÇAO POWER 212 PLUS V3 JFL
25236;FONTE DE ALIMENTACAO PARA RASPBERRY PI 4B USB TIPO-C 5V 3A
24821;FONTE DE ALIMENTACAO PARA ET200SP MONO 120/230VAC 24V 5A 6EP7133-6AB00-0BN0 SIEMENS
32787;FONTE DE ALIMENTACAO MONO 120/240VCA 24V 20A PSU4200 REF 6EP3336-3SB00-0AX0 SIEMENS
24260;FONTE DE ALIMENTACAO MONO 120/230VCA 24V 20A PSU100S REF 6EP1336-2BA10 SIEMENS
27292;FONTE DE ALIMENTACAO LOGO POWER 24V 4A REF 6EP3333-6SB00-0AY0 SIEMENS
24830;FONTE DE ALIMENTACAO LOGO POWER 24V 2.5A 6EP3332-6SB00-0AY0 SIEMENS
13911;FONTE DE ALIMENTAÇÃO INITERRUPTA NOBREAK (MINI)
19388;FONTE DE ALIMENTACAO AUXILIAR CAPACITIVA EFCC. 2 SAIDAS (2X660MF). ALIM. 90^-240VCA/115-340VCA
27355;FONTE DE ALIMENTAÇÃO 24VCC 120W 5A RGB CONTROLE REMOTO
30782;FONTE DE ALIMENTACAO 100-240AC/12VDC 55W 4,5A ESSENTIAL-PS PHOENIX
3394;FONTE DE ALIMENTAÃ,O UNIVERSAL 1.5 A 12V
13988;FONTE CONTROLADOR TEMPERATURA 3A (SMAAI 2/3)
22415;FONTE COLMEIA 12V 30A
16285;FONTE CHAVEADA SP-500W 24VCC 20AMP
3384;FONTE CHAVEADA S-35W 24VCC
3370;FONTE CHAVEADA S-25W 24VCC
3369;FONTE CHAVEADA S-15W 24VCC
5000;FONTE CHAVEADA S150W 24VCC
3368;FONTE CHAVEADA S-145W 24VCC
14401;FONTE CHAVEADA S-100W 12VCC
12077;FONTE CHAVEADA P/ CAMERA 12V - 5A C/ BORNE
22755;FONTE CHAVEADA FC 12V 5A COLMEIA
33415;FONTE CHAVEADA COLMEIA 24V 20A 480W
27137;FONTE CHAVEADA 15A 12V 180W
14394;FONTE CHAVEADA 12VCC 3.5A 45W P/ TRILHO
29279;FONTE CHAVEADA 110/220VAC S/ 5VDC 6A C/P4
15850;FONTE CHAVEADA 110/220V - S50 24V 2.1A
16051;FONTE CHAVEADA 110/220V - S35 24V 1.5A
16050;FONTE CHAVEADA 110/220V - S25 24V 1A
15849;FONTE CHAVEADA 110/220V - S200 24V 8.3A
19676;FONTE CHAVEADA 110/220V - S200 24V 14.3A
16049;FONTE CHAVEADA 110/220V - S150 24V 6.5A
16052;FONTE CHAVEADA 110/220V - S100 24V 4.2A
25028;FONTE CHAVEADA 110/220V - 24V 5A
21017;FONTE CH TEMPORIZADA 13.5V CC 1.3A FCHT13 V2
22025;FONTE CARREGADORA INTELBRAS FA 1220S
27524;FONTE CAPACITIVA UFC 100 135VCC/125VCC S 110VCA
21169;FONTE BIVOLT SAIDA 12V 3.0A 36W
14714;FONTE AUXILIAR PARA SISTEMA CONVENCIONAL
3286;FONTE AUXILIAR 12V 5A
27881;FONTE AUX. EXTERNA FAE-24 24V/1A
22619;FONTE AUT AC/DC 12.8V 5A EF 1205
20539;FONTE ATX 500W REAL BLUECASE
24572;FONTE ALIMENTACAO PSS24-W/10
21738;FONTE ALIMENTACAO PSS24-W/1.3A
13032;FONTE ALIMENTACAO 30W LUMINATTI
28160;FONTE ALIMENTACAO 24VCC DEEP SEA MODELO DSE0160-01
28527;FONTE ACBEL PCE 250W - THINKSERVER
22205;FONTE 9V MXT
24188;FONTE 7.5VDC 300MA P4 MACHO
31895;FONTE 3A 12V TB0155 LUXE-P - MXT
3365;FONTE 220/9V 500MA (,) CHAV. SECR. P4 90
3364;FONTE 220/9V 350MA (,)
10476;FONTE 220/9V 3.5A (,) M. CAMERA
13641;FONTE 220/9V 1A (,) CHAV. NORMAIS
19942;FONTE 220/7.5V 500MA ALTERNADA
3359;FONTE 220/6V 800MA (,) ESTABILIZADA
7157;FONTE 220/6V 500MA (,) CHAVEADA
7807;FONTE 220/12V 5A ESTABILIZADA
20904;FONTE 220/12V 3A (,) CHAVEADA
3279;FONTE 220/12V 2A (,) CHAVEADA
10945;FONTE 220/12V 1.5A (,) CHAVEADA
19940;FONTE 220/12V 1.2A C/ P4 MACHO
32065;FONTE 15V 4A
11142;FONTE 12VAC 800MA FECH. C/ BOTOEIRA - MS
22159;FONTE 12V 5A FWM
13303;FONTE 12V 3.5A CHAVEADA CAMERA
10415;FONTE 110-220/12V 5A P/ CAMERA (DV-031)
26036;FONTE 100-240VAC - OUTPUT 12VDC - 1.5A - AIRGATE 4G
7104;FONTE  AUT AC/DC 12.8V 1A - XF - 1201
29138;FONE GAMER HEADSET JBL QUANTUM 100
27899;FOICE BANANA ESTREITA
33362;"FLUXOSTATO DE PALHETA 1"" BSP 1NAF C/ CABECOTE REF K-FL/2000 SALCAS"
18405;FLUXOSTATO 1' ALTA TEMPERATURA 90º
29515;FLUIDO DE FREIO DOT 3 DOT 4 200ML
14530;FLUIDO CONCENTRADO P/ RADIADOR 20LT
30016;FLORAL THERAPI 30ML DIVERSOS
26184;FLEXIVEL FREIO DIANTEIRO FIAT
28143;FLEXIVEL A PROVA DE EXPLOSAO COBRE MACHO/MACHO 3/4'X500MM
29357;FLEXIVEL A PROVA DE EXPLOSAO COBRE MACHO/MACHO 1''X1000MM
26524;FLAT PANEL 40W 6000K 620X620 DIMERIZAVEL
22921;FLANGE SEXTAVADA 4 GALVANIZADO
22367;FLANGE SEXTAVADA 2.1/2 GALVANIZADO
11680;FLANGE SERRA MARMORE GDC 14-40
12092;FLANGE SERRA CIRCULAR GKS 7.1/4
18232;FLANGE PVC 3/4 BRANCO
18656;FLANGE PVC 1 BRANCO
18271;FLANGE PRETO MONTAGEM AF3F
17438;FLANGE PEQUENA TRAPP MAQUINA A GASOLINA
3240;FLANGE PARA PAINEL 200X50mm
20487;FLANGE LEITO 600X100
15024;FLANGE INTERNO SERRA MARMORE F000616044
17418;FLANGE INTERNA
3257;FLANGE GRANDE TRAPP MAQUINA A GASOLINA
22386;FLANGE GALVANIZADO 3/4
26793;FLANGE GALVANIZADO 3
17892;FLANGE GALVANIZADO 2.1/2
20729;FLANGE GALVANIZADO 1/8
18350;FLANGE GALVANIZADO 1/2
17893;FLANGE GALVANIZADO 1.1/2
18430;FLANGE FC DIN C120 WEG 80
15023;FLANGE EXTERNO SERRA MARMORE MAKITA 204081-2
17419;FLANGE EXTERNA 433010501002
3252;FLANGE ENGRENAGEM CPL SBE 560/SBE 13R
28500;FLANGE ELETROCALHA 100X100
11498;FLANGE DISCO INTERNA ESMIRILHADEIRA GRANDE 2605703014
3243;FLANGE DISCO ESMIRILHADEIRA
17185;FLANGE DE MANTAGEM PARA SENSOR M18 PN - BF 18-F
23468;FLANGE CX DAGUA LONGO - 75X2.1/2
23543;FLANGE CX DAGUA C/ ANEL - 50X1.1/2
29140;FLANGE CX DAGUA C/ ANEL - 20X3/4''
33201;FLANGE CX DAGUA - 60X2
22372;FLANGE CX D AGUA COM ANEL - 40X1.1/4
23727;FLANGE COMANDO E SINALIZACAO AVULSA ECONOMICA - AFM3 POSICOES
15419;FLANGE COM ANEL 25MM
17594;FLANGE C/ ROSCA 75MM
18385;FLANGE BOTAO AF3F
26199;FLANGE AFM3 X10
21288;FLANGE AÇO CARBONO SOLDAVEL 2.1/2 GALVANIZADO
26831;FLANGE 71 B5
19435;FLANGE 4 GALVANIZADO PARA CAIXA D ÁGUA
32429;FLANGE 3' RANHURADO
29615;FLANGE 3 GALVANIZADO
5598;FLANGE  DISCO SERRA MARMORE INTERNA
25577;FLANELA PANOSUL 34X50
24472;FIXADOR-Z FINAL PARA PAINEIS SOLARES
24473;FIXADOR-V INTERMEDIARIO PARA PAINEL SOLAR - MIDDLE CAMP
27905;FIXADOR-U INTERMEDIARIO PARA PAINEL SOLAR - MIDDLE CAMP EBEACJUEX40
10010;FIXADOR PORTA MAGNETICO FP-500 ALUMINIO - VONDER
32744;FIXADOR GRAMPO INTERMEDIARIO PARA ESTRUTURA SOLAR TRILHO H FINBRO-MADEIRA
24476;FIXADOR GRAMPO INTERMEDIARIO PARA ESTRUTURA SOLAR PHB
24477;FIXADOR GRAMPO FINAL PARA ESTRUTURA SOLAR PHB
24474;FIXADOR GRAMPO FINAL PARA ESTRUTURA SOLAR END-CLAMP K2
24482;FIXADOR GRAMPO ATERRAMENTO PARA ESTRUTURA SOLAR PHB
23054;FIXADOR DE PORTA EQP ROTATION R40 CINZA
27756;FIXADOR DE PERFIL U 176MM
3235;FIXADOR DE LIXA LIXADEIRA ORBITAL DW411
10803;FIXADOR DE ESTAIS PRT-622
25174;FIXADOR AUTO ADESIVO 30X30
13719;FIXADOR 158574-6
26792;FITAPLAST 0.10X30.5M
31555;FITA/MANTA ASFALTICA 20CM VENDA P/MT
31100;FITA VEDA ROSCA 55 160MT
15410;FITA VEDA ROSCA 18MMX25MT - PISAFIX
20849;FITA VEDA ROSCA 18MMX20MT
3227;FITA VEDA ROSCA 18MMX10MT - VONDER
14749;FITA PVC S/ ADESIVO 10M BRANCA
28741;FITA PARA BALAO - DECORACAO
21954;FITA MULTIUSO ALUMINIZADA 30CM - 10M
17332;FITA LED VERMELHA EXTERNA 220V AVANT
